Time (sec),Thrust (N),Temperature (°C)
5.52,20.940739,382.23
5.521,21.151575,382.23
5.522,21.151575,382.23
5.523,21.36241,382.23
5.525,21.36241,382.23
5.526,21.151575,382.23
5.527,21.36241,382.23
5.528,20.940739,382.23
5.528,20.940739,382.23
5.529,21.151575,382.23
5.53,21.151575,382.23
5.531,21.151575,382.23
5.532,21.36241,382.23
5.533,21.151575,382.23
5.534,21.151575,382.23
5.535,20.940739,382.23
5.536,21.151575,382.23
5.537,20.940739,382.23
5.538,21.151575,382.23
5.538,20.940739,382.23
5.539,21.36241,382.23
5.54,21.151575,382.23
5.541,21.36241,382.23
5.542,21.151575,382.23
5.543,20.940739,382.23
5.544,20.729904,382.23
5.545,20.729904,382.23
5.546,20.308233,382.23
5.547,20.729904,382.23
5.548,20.51907,382.23
5.549,20.729904,382.23
5.549,20.308233,382.23
5.55,20.51907,382.23
5.551,20.940739,382.23
5.552,20.308233,382.23
5.553,20.308233,382.23
5.554,20.51907,382.23
5.555,20.51907,382.23
5.556,20.308233,382.23
5.557,20.308233,382.23
5.558,20.308233,382.23
5.559,20.097399,382.23
5.559,20.097399,382.23
5.56,20.308233,382.23
5.561,20.308233,382.23
5.562,19.886562,382.23
5.563,20.097399,382.23
5.564,20.097399,382.23
5.565,20.308233,382.23
5.566,20.308233,382.23
5.568,20.097399,382.23
5.569,20.097399,382.23
5.57,20.097399,382.23
5.571,20.097399,382.23
5.571,20.097399,382.23
5.572,19.675728,382.23
-203.159,19.886562,382.23
5.574,19.886562,382.23
5.575,20.308233,382.23
5.576,20.308233,382.23
5.577,19.675728,382.23
5.578,20.097399,382.23
5.579,19.675728,382.23
5.58,19.675728,382.23
5.581,20.097399,382.23
5.581,19.675728,382.23
5.582,19.886562,382.23
5.583,19.886562,382.23
5.584,19.675728,382.23
5.585,20.097399,382.23
5.586,19.886562,382.23
5.587,20.097399,382.23
5.588,19.886562,382.23
5.589,19.886562,382.23
5.59,19.675728,382.23
5.591,19.464893,382.23
5.592,19.464893,382.23
5.592,19.675728,382.23
-203.159,19.254057,382.23
5.594,19.675728,382.23
5.595,19.254057,382.23
5.596,19.464893,382.23
5.597,19.043222,382.23
5.598,19.043222,382.23
5.599,19.043222,382.23
5.6,19.043222,382.23
5.601,19.254057,382.23
5.602,19.254057,382.23
5.602,18.832388,382.23
5.603,19.464893,382.23
5.604,19.675728,382.23
5.605,19.254057,382.23
5.606,19.254057,382.23
5.607,19.254057,382.23
5.608,19.043222,382.23
5.61,19.254057,382.23
5.611,19.043222,382.23
5.612,19.254057,382.23
5.613,19.254057,382.23
5.614,19.043222,382.23
5.614,19.043222,382.23
5.615,19.254057,382.23
5.616,19.043222,382.23
5.617,19.043222,382.23
5.618,19.043222,382.23
5.619,18.832388,382.23
5.62,19.043222,382.23
5.621,18.832388,382.23
5.622,18.621552,382.23
5.623,18.410717,382.23
5.624,18.832388,382.23
5.624,18.621552,382.23
5.625,18.832388,382.23
5.626,19.043222,382.23
5.627,18.621552,382.23
5.628,18.832388,382.23
5.629,18.832388,382.23
5.63,18.621552,382.23
5.631,18.621552,382.23
5.632,18.410717,382.23
5.633,18.621552,382.23
5.634,18.832388,382.23
5.635,18.621552,382.23
5.635,18.621552,382.23
5.636,18.621552,382.23
5.637,18.410717,382.23
5.638,18.832388,382.23
5.639,18.621552,382.23
5.64,19.043222,382.23
5.641,18.832388,382.23
5.642,18.832388,382.23
5.643,18.621552,382.23
5.644,18.621552,382.23
5.645,18.621552,382.23
5.645,18.832388,382.23
5.646,18.621552,382.23
5.647,18.621552,382.23
5.648,18.621552,382.23
5.649,18.410717,382.23
5.65,18.199883,382.23
5.651,18.621552,382.23
5.653,18.621552,382.23
5.654,18.410717,382.23
5.655,18.410717,382.23
5.656,18.621552,382.23
5.657,18.410717,382.23
5.657,18.410717,382.23
5.658,18.410717,382.23
5.659,18.621552,382.23
5.66,18.621552,382.23
5.661,18.199883,382.23
5.662,17.989046,382.23
5.663,18.199883,382.23
5.664,18.199883,382.23
5.665,18.410717,382.23
5.666,17.989046,382.23
5.667,18.199883,382.23
5.667,17.778212,382.23
5.668,18.199883,382.23
5.669,17.778212,382.23
5.67,17.989046,382.23
5.671,17.778212,382.23
5.672,18.199883,382.23
5.673,17.989046,382.23
5.674,17.778212,382.23
5.675,17.778212,382.23
5.676,17.989046,382.23
5.677,17.778212,382.23
5.678,17.778212,382.23
5.678,17.778212,382.23
5.679,17.356543,382.23
5.68,17.567377,382.23
5.681,17.989046,382.23
5.682,17.778212,382.23
5.683,17.567377,382.23
5.684,17.567377,382.23
5.685,17.356543,382.23
5.686,17.567377,382.23
5.687,17.778212,382.23
5.688,17.778212,382.23
5.688,17.567377,382.23
5.689,17.356543,382.23
5.69,17.567377,382.23
5.691,17.567377,382.23
5.692,17.567377,382.23
5.693,17.567377,382.23
5.694,17.567377,382.23
5.696,17.778212,382.23
5.697,17.356543,382.23
5.698,17.567377,382.23
5.699,17.356543,382.23
5.7,17.356543,382.23
5.7,17.567377,382.23
5.701,17.567377,382.23
5.702,17.356543,382.23
5.703,17.778212,382.23
5.704,17.567377,382.23
5.705,17.567377,382.23
5.706,17.567377,382.23
5.707,17.567377,382.23
5.708,17.356543,382.23
5.709,17.356543,382.23
5.71,17.145706,382.23
5.71,17.356543,382.23
5.711,16.934872,382.23
-203.159,17.356543,382.23
5.713,17.145706,382.23
5.714,17.145706,382.23
5.715,16.934872,382.23
5.716,16.934872,382.23
5.717,16.934872,382.23
5.718,17.145706,382.23
5.719,16.724037,382.23
5.72,16.934872,382.23
5.721,16.5132,382.23
5.721,16.5132,382.23
5.722,16.934872,382.23
5.723,16.934872,382.23
5.724,16.724037,382.23
5.725,16.934872,382.23
5.726,17.145706,382.23
5.727,16.5132,382.23
5.728,16.5132,382.23
5.729,15.880695,382.23
5.73,16.091532,382.23
5.731,16.302366,382.23
5.731,16.091532,382.23
-203.159,16.5132,382.23
5.733,16.724037,382.23
5.734,16.724037,382.23
5.735,16.5132,382.23
5.736,16.302366,382.23
5.738,16.5132,382.23
5.739,16.302366,382.23
5.74,15.880695,382.23
5.741,16.091532,382.23
5.742,16.302366,382.23
5.743,16.091532,382.23
5.743,16.302366,382.23
5.744,15.880695,382.23
5.745,15.880695,382.23
5.746,16.302366,382.23
5.747,15.880695,382.23
5.748,16.091532,382.23
5.749,16.5132,382.23
5.75,16.091532,382.23
5.751,16.091532,382.23
5.752,15.880695,382.23
5.753,15.880695,382.23
5.753,15.880695,382.23
5.754,15.459025,382.23
5.755,15.880695,382.23
5.756,16.302366,382.23
5.757,16.302366,382.23
5.758,16.091532,382.23
5.759,15.669861,382.23
5.76,15.880695,382.23
5.761,15.880695,382.23
5.762,15.669861,382.23
5.763,15.459025,382.23
5.764,16.091532,382.23
5.764,16.091532,382.23
5.765,16.091532,382.23
5.766,15.669861,382.23
5.767,15.459025,382.23
5.768,15.669861,382.23
5.769,15.669861,382.23
5.77,15.24819,382.23
5.771,15.459025,382.23
5.772,15.24819,382.23
5.773,15.669861,382.23
5.774,15.669861,382.23
5.774,15.459025,382.23
5.775,15.037355,382.23
5.776,15.24819,382.23
5.777,15.669861,382.23
5.778,15.459025,382.23
5.779,15.669861,382.23
5.781,15.459025,382.23
5.782,15.669861,382.23
5.783,15.459025,382.23
5.784,15.24819,382.23
5.785,15.037355,382.23
5.786,15.037355,382.23
5.786,14.82652,382.23
5.787,15.459025,382.23
5.788,15.459025,382.23
5.789,14.82652,382.23
5.79,15.037355,382.23
5.791,15.24819,382.23
5.792,14.82652,382.23
5.793,14.82652,382.23
5.794,15.037355,382.23
5.795,15.24819,382.23
5.796,15.24819,382.23
5.796,15.037355,382.23
5.797,14.6156845,382.23
5.798,15.037355,382.23
5.799,15.037355,382.23
5.8,14.6156845,382.23
5.801,14.82652,382.23
5.802,14.6156845,382.23
5.803,14.6156845,382.23
5.804,14.82652,382.23
5.805,15.037355,382.23
5.806,14.6156845,382.23
5.807,14.82652,382.23
5.807,14.82652,382.23
5.808,14.82652,382.23
5.809,14.82652,382.23
5.81,14.82652,382.23
5.811,14.6156845,382.23
5.812,14.6156845,382.23
5.813,14.6156845,382.23
5.814,14.6156845,382.23
5.815,14.194014,382.23
5.816,14.404848,382.23
5.817,14.404848,382.23
5.817,14.404848,382.23
5.818,14.404848,382.23
5.819,14.404848,382.23
5.82,14.194014,382.23
5.821,13.983178,382.23
5.822,14.194014,382.23
5.824,14.404848,382.23
5.825,13.983178,382.23
5.826,13.983178,382.23
5.827,13.772343,382.23
5.828,13.561507,382.23
5.829,13.561507,382.23
5.829,13.772343,382.23
5.83,13.561507,382.23
5.831,13.350673,382.23
5.832,13.350673,382.23
5.833,13.561507,382.23
5.834,13.139837,382.23
5.835,13.561507,382.23
5.836,13.772343,382.23
5.837,13.561507,382.23
5.838,13.350673,382.23
5.839,13.772343,382.23
5.84,13.561507,382.23
5.84,13.561507,382.23
5.841,13.561507,382.23
5.842,13.350673,382.23
5.843,13.772343,382.23
5.844,13.350673,382.23
5.845,13.561507,382.23
5.846,13.350673,382.23
5.847,13.350673,382.23
5.848,13.561507,382.23
5.849,13.772343,382.23
5.85,13.983178,382.23
5.85,13.561507,382.23
5.851,13.561507,382.23
5.852,13.772343,382.23
5.853,13.139837,382.23
5.854,13.350673,382.23
5.855,13.350673,382.23
5.856,12.929002,382.23
5.857,13.139837,382.23
5.858,13.139837,382.23
5.859,12.929002,382.23
5.86,13.139837,382.23
5.861,12.929002,382.23
5.861,13.350673,382.23
5.862,13.139837,382.23
5.863,13.139837,382.23
5.864,13.139837,382.23
5.866,13.139837,382.23
5.867,12.507332,382.23
5.868,12.718167,382.23
5.869,13.139837,382.23
5.87,13.139837,382.23
5.871,13.139837,382.23
5.872,12.507332,382.23
5.872,12.507332,382.23
5.873,13.139837,382.23
5.874,13.139837,382.23
5.875,12.929002,382.23
5.876,12.718167,382.23
5.877,12.507332,382.23
5.878,12.507332,382.23
5.879,12.507332,382.23
5.88,12.718167,382.23
5.881,12.718167,382.23
5.882,12.296496,382.23
5.883,12.507332,382.23
5.883,12.507332,382.23
5.884,12.296496,382.23
5.885,12.085661,382.23
5.886,11.874826,382.23
5.887,12.085661,382.23
5.888,12.085661,382.23
5.889,12.507332,382.23
5.89,12.296496,382.23
5.891,12.296496,382.23
5.892,12.507332,382.23
5.893,12.085661,382.23
5.893,11.874826,382.23
5.894,12.085661,382.23
5.895,12.507332,382.23
5.896,12.296496,382.23
5.897,12.507332,382.23
5.898,12.085661,382.23
5.899,12.085661,382.23
5.9,11.874826,382.23
5.901,11.663991,382.23
5.902,12.085661,382.23
5.903,11.874826,382.23
5.904,12.296496,382.23
5.904,12.085661,382.23
5.905,12.085661,382.23
5.906,12.085661,382.23
5.907,11.663991,382.23
5.909,11.663991,382.23
5.91,11.663991,382.23
5.911,11.663991,382.23
5.912,11.242321,382.23
5.913,11.4531555,382.23
5.914,11.4531555,382.23
5.915,11.663991,382.23
5.915,11.663991,382.23
5.916,11.242321,382.23
5.917,11.242321,382.23
5.918,11.031486,382.23
5.919,11.4531555,382.23
5.92,11.242321,382.23
5.921,11.4531555,382.23
5.922,11.663991,382.23
5.923,11.4531555,382.23
5.924,11.4531555,382.23
5.925,11.663991,382.23
5.926,11.4531555,382.23
5.926,11.4531555,382.23
5.927,11.663991,382.23
5.928,11.663991,382.23
5.929,11.4531555,382.23
5.93,11.663991,382.23
5.931,11.4531555,382.23
5.932,11.4531555,382.23
5.933,11.4531555,382.23
5.934,11.4531555,382.23
5.935,11.663991,382.23
5.936,11.4531555,382.23
5.936,11.4531555,382.23
5.937,11.031486,382.23
5.938,11.242321,382.23
5.939,11.031486,382.23
5.94,11.242321,382.23
5.941,10.82065,382.23
5.942,11.4531555,382.23
5.943,11.663991,382.23
5.944,11.031486,382.23
5.945,11.031486,382.23
5.946,11.242321,382.23
5.947,11.242321,382.23
5.947,11.242321,382.23
5.948,11.031486,382.23
5.949,11.031486,382.23
5.95,11.242321,382.23
5.952,10.82065,382.23
5.953,10.82065,382.23
5.954,11.031486,382.23
5.955,10.609815,382.23
5.956,10.82065,382.23
5.957,10.82065,382.23
5.958,11.031486,382.23
5.958,11.031486,382.23
5.959,10.82065,382.23
5.96,11.031486,382.23
5.961,10.609815,382.23
5.962,10.609815,382.23
5.963,11.031486,382.23
5.964,10.82065,382.23
5.965,10.82065,382.23
5.966,11.031486,382.23
5.967,11.031486,382.23
5.968,10.609815,382.23
5.969,10.39898,382.23
5.969,10.609815,382.23
5.97,10.609815,382.23
5.971,10.609815,382.23
5.972,10.188145,382.23
5.973,10.609815,382.23
5.974,10.609815,382.23
5.975,10.39898,382.23
5.976,10.39898,382.23
5.977,10.39898,382.23
5.978,10.188145,382.23
5.979,10.39898,382.23
5.979,10.188145,382.23
5.98,10.188145,382.23
5.981,10.188145,382.23
5.982,10.188145,382.23
5.983,9.977309,382.23
5.984,9.977309,382.23
5.985,10.39898,382.23
5.986,10.609815,382.23
5.987,9.977309,382.23
5.988,10.188145,382.23
5.989,9.766475,382.23
5.99,10.188145,382.23
5.99,10.188145,382.23
5.991,9.977309,382.23
5.992,9.766475,382.23
5.994,10.188145,382.23
5.995,10.188145,382.23
5.996,10.188145,382.23
5.997,10.39898,382.23
5.998,10.188145,382.23
5.999,10.188145,382.23
6.0,10.188145,382.23
6.001,9.766475,382.23
6.001,9.977309,382.23
6.002,9.766475,382.23
6.003,9.766475,382.23
6.004,10.188145,382.23
6.005,9.766475,382.23
6.006,9.977309,382.23
6.007,9.977309,382.23
6.008,9.766475,382.23
6.009,9.766475,382.23
6.01,9.766475,382.23
6.011,9.977309,382.23
6.012,9.977309,382.23
6.012,9.766475,382.23
6.013,9.766475,382.23
6.014,9.977309,382.23
6.015,9.977309,382.23
6.016,9.766475,382.23
6.017,9.766475,382.23
6.018,9.766475,382.23
6.019,9.555639,382.23
6.02,9.555639,382.23
6.021,9.766475,382.23
6.022,9.555639,382.23
6.022,9.555639,382.23
6.023,9.555639,382.23
6.024,9.555639,382.23
6.025,8.923134,382.23
6.026,9.133968,382.23
6.027,9.133968,382.23
6.028,9.133968,382.23
6.029,8.923134,382.23
6.03,8.923134,382.23
6.031,8.923134,382.23
6.032,9.133968,382.23
6.033,8.923134,382.23
6.033,8.923134,382.23
6.034,8.923134,382.23
6.035,8.923134,382.23
6.037,8.923134,382.23
6.038,8.923134,382.23
6.039,8.712298,382.23
6.04,8.712298,382.23
6.041,8.712298,382.23
6.042,8.712298,382.23
6.043,8.923134,382.23
6.044,8.923134,382.23
6.044,8.923134,382.23
6.045,9.133968,382.23
6.046,9.133968,382.23
6.047,9.133968,382.23
6.048,8.923134,382.23
6.049,8.712298,382.23
6.05,8.923134,382.23
6.051,8.712298,382.23
6.052,8.712298,382.23
6.053,8.923134,382.23
6.054,8.501463,382.23
6.055,8.712298,382.23
6.055,8.923134,382.23
-203.159,8.923134,382.23
6.057,8.712298,382.23
6.058,8.501463,382.23
6.059,8.712298,382.23
6.06,8.712298,382.23
6.061,8.501463,382.23
6.062,8.2906275,382.23
6.063,8.501463,382.23
6.064,8.501463,382.23
6.065,8.712298,382.23
6.065,8.501463,382.23
6.066,8.712298,382.23
6.067,8.712298,382.23
6.068,8.923134,382.23
6.069,8.712298,382.23
6.07,8.501463,382.23
6.071,8.2906275,382.23
6.072,8.2906275,382.23
6.073,8.501463,382.23
6.074,8.501463,382.23
6.075,8.712298,382.23
6.076,8.712298,382.23
6.076,8.501463,382.23
6.077,8.501463,382.23
6.078,8.501463,382.23
6.08,8.2906275,382.23
6.081,8.2906275,382.23
6.082,8.079793,382.23
6.083,8.079793,382.23
6.084,8.2906275,382.23
6.085,8.079793,382.23
6.086,8.2906275,382.23
6.087,8.079793,382.23
6.087,8.2906275,382.23
6.088,8.079793,382.23
6.089,8.079793,382.23
6.09,7.8689575,382.23
6.091,8.2906275,382.23
6.092,8.2906275,382.23
6.093,8.079793,382.23
6.094,7.6581225,382.23
6.095,8.079793,382.23
6.096,8.079793,382.23
6.097,7.8689575,382.23
6.098,8.079793,382.23
6.098,8.079793,382.23
6.099,7.8689575,382.23
6.1,8.079793,382.23
6.101,8.079793,382.23
6.102,8.079793,382.23
6.103,7.8689575,382.23
6.104,8.079793,382.23
6.105,7.447287,382.23
6.106,8.079793,382.23
6.107,7.8689575,382.23
6.108,8.079793,382.23
6.108,7.8689575,382.23
6.109,8.079793,382.23
6.11,8.079793,382.23
6.111,7.8689575,382.23
6.112,7.8689575,382.23
6.113,7.8689575,382.23
6.114,8.2906275,382.23
6.115,7.8689575,382.23
6.116,7.6581225,382.23
6.117,7.8689575,382.23
6.118,8.079793,382.23
6.119,8.079793,382.23
6.119,7.447287,382.23
6.12,7.6581225,382.23
6.122,7.8689575,382.23
6.123,7.8689575,382.23
6.124,7.6581225,382.23
6.125,7.8689575,382.23
6.126,8.079793,382.23
6.127,7.8689575,382.23
6.128,7.6581225,382.23
6.129,7.6581225,382.23
6.13,7.8689575,382.23
6.13,7.447287,382.23
6.131,7.6581225,382.23
6.132,7.6581225,382.23
6.133,7.8689575,382.23
6.134,7.6581225,382.23
6.135,7.6581225,382.23
6.136,7.6581225,382.23
6.137,7.6581225,382.23
6.138,7.6581225,382.23
6.139,7.236452,382.23
6.14,7.236452,382.23
6.141,7.6581225,382.23
6.141,7.236452,382.23
6.142,7.447287,382.23
6.143,7.236452,382.23
6.144,7.0256166,382.23
6.145,7.236452,382.23
6.146,7.6581225,382.23
6.147,7.447287,382.23
6.148,7.447287,382.23
6.149,7.0256166,382.23
6.15,7.236452,382.23
6.151,7.236452,382.23
6.151,7.236452,382.23
6.152,7.447287,382.23
6.153,7.236452,382.23
6.154,7.236452,382.23
6.155,6.8147817,382.23
6.156,7.0256166,382.23
6.157,7.236452,382.23
6.158,7.0256166,382.23
6.159,7.236452,382.23
6.16,7.447287,382.23
6.161,7.447287,382.23
6.162,7.0256166,382.23
6.162,7.0256166,382.23
6.163,7.447287,382.23
6.165,7.236452,382.23
6.166,7.0256166,382.23
6.167,7.0256166,382.23
6.168,7.236452,382.23
6.169,6.8147817,382.23
6.17,7.236452,382.23
6.171,6.8147817,382.23
6.172,7.0256166,382.23
6.173,6.8147817,382.23
6.173,6.8147817,382.23
6.174,6.8147817,382.23
6.175,7.0256166,382.23
6.176,7.0256166,382.23
6.177,7.236452,382.23
6.178,7.0256166,382.23
6.179,6.603946,382.23
6.18,6.8147817,382.23
6.181,6.8147817,382.23
6.182,6.603946,382.23
6.183,6.603946,382.23
6.184,6.603946,382.23
6.184,7.0256166,382.23
6.185,6.8147817,382.23
6.186,6.8147817,382.23
6.187,6.8147817,382.23
6.188,6.603946,382.23
6.189,6.393111,382.23
6.19,6.1822762,382.23
6.191,6.8147817,382.23
6.192,6.603946,382.23
6.193,6.603946,382.23
6.194,6.603946,382.23
6.194,6.603946,382.23
6.195,6.603946,382.23
6.196,6.8147817,382.23
6.197,6.8147817,382.23
6.198,6.603946,382.23
6.199,6.393111,382.23
6.2,6.393111,382.23
6.201,6.393111,382.23
6.202,6.393111,382.23
6.203,6.393111,382.23
6.204,6.393111,382.23
6.205,6.393111,382.23
6.205,6.393111,382.23
6.206,6.1822762,382.23
-203.159,6.393111,382.23
6.209,6.1822762,382.23
6.21,6.393111,382.23
6.211,6.393111,382.23
6.212,6.393111,382.23
6.213,6.393111,382.23
6.214,6.393111,382.23
6.215,6.393111,382.23
6.216,6.603946,382.23
6.216,6.8147817,382.23
6.217,6.603946,382.23
6.218,6.393111,382.23
6.219,6.603946,382.23
6.22,6.393111,382.23
6.221,6.1822762,382.23
6.222,5.971441,382.23
6.223,5.971441,382.23
6.224,5.971441,382.23
6.225,5.971441,382.23
6.226,6.1822762,382.23
6.227,5.971441,382.23
6.227,6.1822762,382.23
-203.159,6.1822762,382.23
6.229,5.971441,382.23
6.23,6.1822762,382.23
6.231,5.5497694,382.23
6.232,6.1822762,382.23
6.233,5.971441,382.23
6.234,5.760606,382.23
6.235,5.5497694,382.23
6.236,5.5497694,382.23
6.237,5.760606,382.23
6.237,5.3389344,382.23
6.238,5.971441,382.23
6.239,5.760606,382.23
6.24,5.760606,382.23
6.241,5.760606,382.23
6.242,5.5497694,382.23
6.243,5.760606,382.23
6.244,5.3389344,382.23
6.245,5.3389344,382.23
6.246,5.760606,382.23
6.247,5.5497694,382.23
6.248,5.3389344,382.23
6.248,5.3389344,382.23
6.25,5.128099,382.23
6.251,5.128099,382.23
6.252,5.5497694,382.23
6.253,5.3389344,382.23
6.254,5.128099,382.23
6.255,5.3389344,382.23
6.256,5.3389344,382.23
6.257,5.3389344,382.23
6.258,5.3389344,382.23
6.259,5.3389344,382.23
6.259,5.128099,382.23
6.26,5.3389344,382.23
6.261,5.3389344,382.23
6.262,5.128099,382.23
6.263,4.917264,382.23
6.264,5.128099,382.23
6.265,5.3389344,382.23
6.266,5.5497694,382.23
6.267,5.128099,382.23
6.268,4.917264,382.23
6.269,5.128099,382.23
6.27,5.128099,382.23
6.27,5.5497694,382.23
6.271,5.128099,382.23
6.272,4.917264,382.23
6.273,4.917264,382.23
6.274,5.128099,382.23
6.275,4.917264,382.23
6.276,5.3389344,382.23
6.277,5.128099,382.23
6.278,5.5497694,382.23
6.279,5.128099,382.23
6.28,5.128099,382.23
6.28,5.128099,382.23
6.281,5.128099,382.23
6.282,5.128099,382.23
6.283,5.3389344,382.23
6.284,5.128099,382.23
6.285,5.3389344,382.23
6.286,4.917264,382.23
6.287,5.128099,382.23
6.288,4.7064285,382.23
6.289,4.917264,382.23
6.29,4.917264,382.23
6.291,4.7064285,382.23
6.291,5.128099,382.23
6.293,4.917264,382.23
6.294,4.917264,382.23
6.295,5.128099,382.23
6.296,5.128099,382.23
6.297,5.3389344,382.23
6.298,4.917264,382.23
6.299,4.4955935,382.23
6.3,4.2847586,382.23
6.301,4.4955935,382.23
6.302,4.4955935,382.23
6.302,4.4955935,382.23
6.303,4.0739236,382.23
6.304,4.0739236,382.23
6.305,4.0739236,382.23
6.306,3.8630881,382.23
6.307,4.0739236,382.23
6.308,4.2847586,382.23
6.309,4.4955935,382.23
6.31,4.7064285,382.23
6.311,4.4955935,382.23
6.312,4.4955935,382.23
6.313,4.0739236,382.23
6.313,4.2847586,382.23
6.314,4.2847586,382.23
6.315,4.7064285,382.23
6.316,4.2847586,382.23
6.317,4.2847586,382.23
6.318,4.4955935,382.23
6.319,4.2847586,382.23
6.32,4.2847586,382.23
6.321,4.4955935,382.23
6.322,3.8630881,382.23
6.323,4.2847586,382.23
6.323,4.4955935,382.23
6.324,4.2847586,382.23
6.325,4.2847586,382.23
6.326,4.7064285,382.23
6.327,4.0739236,382.23
6.328,4.2847586,382.23
6.329,4.4955935,382.23
6.33,4.2847586,382.23
6.331,4.0739236,382.23
6.332,4.0739236,382.23
6.333,3.8630881,382.23
6.334,4.0739236,382.23
6.334,4.0739236,382.23
6.336,4.2847586,382.23
6.337,3.8630881,382.23
6.338,4.0739236,382.23
6.339,4.2847586,382.23
6.34,4.2847586,382.23
6.341,4.2847586,382.23
6.342,4.0739236,382.23
6.343,3.652253,382.23
6.344,4.0739236,382.23
6.345,4.0739236,382.23
6.345,3.8630881,382.23
6.346,4.0739236,382.23
6.347,3.8630881,382.23
6.348,4.2847586,382.23
6.349,3.8630881,382.23
6.35,4.0739236,382.23
6.351,4.0739236,382.23
6.352,4.0739236,382.23
6.353,3.8630881,382.23
6.354,3.652253,382.23
6.355,3.652253,382.23
6.356,3.652253,382.23
6.356,3.652253,382.23
6.357,3.652253,382.23
6.358,3.8630881,382.23
6.359,3.8630881,382.23
6.36,3.652253,382.23
6.361,3.8630881,382.23
6.362,3.652253,382.23
6.363,3.652253,382.23
6.364,4.0739236,382.23
6.365,3.652253,382.23
6.366,3.652253,382.23
6.366,3.652253,382.23
6.367,3.441418,382.23
6.368,3.441418,382.23
6.369,3.8630881,382.23
6.37,3.652253,382.23
6.371,3.8630881,382.23
6.372,3.441418,382.23
6.373,3.652253,382.23
6.374,3.441418,382.23
6.375,3.652253,382.23
6.376,3.652253,382.23
6.378,3.652253,382.23
6.378,3.441418,382.23
6.379,3.652253,382.23
6.38,3.441418,382.23
6.381,3.652253,382.23
6.382,3.441418,382.23
6.383,3.8630881,382.23
6.384,3.2305827,382.23
6.385,3.441418,382.23
6.386,3.652253,382.23
6.387,3.652253,382.23
6.388,3.652253,382.23
6.388,3.652253,382.23
6.389,3.441418,382.23
6.39,3.652253,382.23
6.391,3.441418,382.23
6.392,3.2305827,382.23
6.393,3.441418,382.23
6.394,3.2305827,382.23
6.395,3.652253,382.23
6.396,3.652253,382.23
6.397,3.8630881,382.23
6.398,3.441418,382.23
6.399,3.441418,382.23
6.399,3.8630881,382.23
6.4,3.441418,382.23
6.401,3.441418,382.23
6.402,3.652253,382.23
6.403,3.652253,382.23
6.404,3.652253,382.23
6.405,3.441418,382.23
6.406,3.441418,382.23
6.407,3.2305827,382.23
6.408,3.2305827,382.23
6.409,3.2305827,382.23
6.409,3.441418,382.23
6.41,3.441418,382.23
6.411,2.8089123,382.23
6.412,3.441418,382.23
6.413,3.441418,382.23
6.414,3.2305827,382.23
6.415,3.2305827,382.23
6.416,3.2305827,382.23
6.417,3.441418,382.23
6.418,3.2305827,382.23
6.419,3.2305827,382.23
6.421,3.2305827,382.23
6.421,3.441418,382.23
6.422,3.0197475,382.23
6.423,3.2305827,382.23
6.424,3.2305827,382.23
6.425,3.0197475,382.23
6.426,3.441418,382.23
6.427,3.2305827,382.23
6.428,3.0197475,382.23
6.429,3.2305827,382.23
6.43,3.2305827,382.23
6.431,3.2305827,382.23
6.431,2.8089123,382.23
6.432,3.0197475,382.23
6.433,3.0197475,382.23
6.434,3.2305827,382.23
6.435,3.2305827,382.23
6.436,3.441418,382.23
6.437,3.2305827,382.23
6.438,3.0197475,382.23
6.439,2.8089123,382.23
6.44,2.8089123,382.23
6.441,2.8089123,382.23
6.442,2.8089123,382.23
6.442,3.0197475,382.23
6.443,2.8089123,382.23
6.444,3.2305827,382.23
6.445,3.0197475,382.23
6.446,2.598077,382.23
6.447,2.598077,382.23
6.448,2.8089123,382.23
6.449,3.0197475,382.23
6.45,3.0197475,382.23
6.451,3.0197475,382.23
6.452,2.8089123,382.23
6.452,2.8089123,382.23
-203.159,3.0197475,382.23
6.454,2.8089123,382.23
6.455,2.8089123,382.23
6.456,2.598077,382.23
6.457,2.8089123,382.23
6.458,2.598077,382.23
6.459,2.598077,382.23
6.46,2.3872418,382.23
6.461,2.8089123,382.23
6.462,3.0197475,382.23
6.464,2.598077,382.23
6.464,2.598077,382.23
6.465,2.598077,382.23
6.466,2.8089123,382.23
6.467,2.8089123,382.23
6.468,2.8089123,382.23
6.469,1.9655715,382.23
6.47,2.3872418,382.23
6.471,2.598077,382.23
6.472,2.598077,382.23
6.473,2.598077,382.23
6.474,2.598077,382.23
6.474,2.598077,382.23
6.475,2.598077,382.23
6.476,2.8089123,382.23
6.477,2.8089123,382.23
6.478,2.1764066,382.23
6.479,2.598077,382.23
6.48,2.598077,382.23
6.481,2.3872418,382.23
6.482,2.598077,382.23
6.483,2.598077,382.23
6.484,2.3872418,382.23
6.485,2.598077,382.23
6.485,2.8089123,382.23
6.486,2.3872418,382.23
6.487,2.598077,382.23
6.488,2.598077,382.23
6.489,2.598077,382.23
6.49,2.598077,382.23
6.491,2.3872418,382.23
6.492,2.598077,382.23
6.493,2.3872418,382.23
6.494,2.1764066,382.23
6.495,2.598077,382.23
6.495,2.598077,382.23
6.496,2.8089123,382.23
6.497,2.3872418,382.23
6.498,2.3872418,382.23
6.499,2.3872418,382.23
6.5,2.1764066,382.23
6.501,1.9655715,382.23
6.502,2.1764066,382.23
6.503,2.3872418,382.23
6.504,2.1764066,382.23
